ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH,YEAR,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,CONTACTFIRSTNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,DEALSIZE
1ae9984e-4242-5764-a45a-84c89de3819b,44,100,6,7060.24,12/9/2016,Shipped,4,12,2016,Classic Cars,163,S18_2238,Diecast Collectables,Valarie,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,NA,Franco,Large
f6eea9d0-630c-5a8c-ae62-2d1826d60b33,50,67.8,2,3390,1/6/2016,Shipped,1,1,2016,Vintage Cars,60,S18_2248,Online Diecast Creations Co.,Valarie,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Medium
f16e5a29-3c2c-5983-9eb6-b6920915f631,32,50.25,6,1608,3/18/2016,Shipped,1,3,2016,Vintage Cars,60,S18_2248,"AV Stores, Co.",Victoria,(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Small
70702010-f512-57e0-b969-6421a9aac2e4,42,53.88,5,2262.96,5/21/2016,Shipped,2,5,2016,Vintage Cars,60,S18_2248,Signal Gift Stores,Sue,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,NA,King,Small
18e162de-dbcf-5c72-8226-53315e10dc6b,24,62.36,10,1496.64,9/12/2016,Shipped,3,9,2016,Vintage Cars,60,S18_2248,Signal Collectibles Ltd.,Sue,4155554312,2793 Furth Circle,,Brisbane,CA,94217,USA,NA,Taylor,Small
e8ff588f-f418-5431-b0ff-ffb700ff2573,27,69.62,8,1879.74,10/18/2016,Shipped,4,10,2016,Vintage Cars,60,S18_2248,Corporate Gift Ideas Co.,Julie,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Small
82fc3593-67e5-542b-a4a9-7bd9fcffb49f,26,57.51,12,1495.26,11/5/2016,Shipped,4,11,2016,Vintage Cars,60,S18_2248,Rovelli Gifts,Giovanni,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Small
770db1ba-66dc-5ff4-aa88-f9289f798d28,38,61.15,9,2323.7,11/12/2016,Shipped,4,11,2016,Vintage Cars,60,S18_2248,Mini Gifts Distributors Ltd.,Valarie,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Small
cb08fe4e-fbf9-5602-84e8-cf01c7f3b169,42,59.33,13,2491.86,11/21/2016,Shipped,4,11,2016,Vintage Cars,60,S18_2248,"Australian Collectables, Ltd",Sean,61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Small
f436bad3-0366-5d01-ac4a-cfedecfe58ef,23,71.44,3,1643.12,12/2/2016,Shipped,4,12,2016,Vintage Cars,60,S18_2248,Muscle Machine Inc,Jeff,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Small
855fe817-d1fa-55e2-8e0e-5c30f9e580f5,29,100,12,3772.61,1/31/2016,Shipped,1,1,2016,Trucks and Buses,122,S18_2319,Euro Shopping Channel,Diego,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Medium
1e54f147-8ec7-5e0e-83ba-6cd0e1fa223f,39,100,3,4164.42,4/1/2016,Shipped,2,4,2016,Trucks and Buses,122,S18_2319,"La Corne D'abondance, Co.",Marie,(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Medium
838d20b0-429c-5202-999e-98e8ee1dd03e,45,100,14,6295.95,6/3/2016,Shipped,2,6,2016,Trucks and Buses,122,S18_2319,Muscle Machine Inc,Jeff,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Medium
43f132dd-2d4c-5900-927d-97ba834fed62,47,100,8,6287.66,8/1/2016,Shipped,3,8,2016,Trucks and Buses,122,S18_2319,Suominen Souveniers,Kalle,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Medium
c40dc992-e3ca-51f4-8476-8017a0024b77,49,100,6,5412.54,9/21/2016,Shipped,3,9,2016,Trucks and Buses,122,S18_2319,"Oulu Toy Supplies, Inc.",Pirkko,981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Medium
82f08432-ee35-5687-a2cb-5bb8ef66ccd4,46,100,15,5984.14,10/22/2016,Shipped,4,10,2016,Trucks and Buses,122,S18_2319,"Dragon Souveniers, Ltd.",Eric,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Medium
c14080ea-931c-52f3-9a94-a5cd4e8d82fe,48,100,4,5891.04,11/6/2016,Shipped,4,11,2016,Trucks and Buses,122,S18_2319,"Stylish Desk Decors, Co.",Ann,(171) 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Medium
ce109d5d-f314-5142-a9b7-34cc2c8b6985,46,100,9,5984.14,11/14/2016,Shipped,4,11,2016,Trucks and Buses,122,S18_2319,"Iberia Gift Imports, Corp.",Jose Pedro,(95) 555 82 82,"C/ Romero, 33",,Sevilla,,41101,Spain,EMEA,Roel,Medium
46900c15-c8f9-5c79-af5e-363ab6dfdedf,35,100,9,3608.15,11/25/2016,Shipped,4,11,2016,Trucks and Buses,122,S18_2319,Mini Classics,Steve,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,NA,Frick,Medium
44d6111a-e38a-54d7-a967-4edb4666c4dc,43,100,10,5752.54,12/9/2016,Shipped,4,12,2016,Trucks and Buses,122,S18_2319,Diecast Collectables,Valarie,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,NA,Franco,Medium
150acb87-b9aa-5a2d-8490-c1ae4a3bc59b,25,100,4,3782,1/9/2016,Shipped,1,1,2016,Vintage Cars,127,S18_2325,"Blauer See Auto, Co.",Roland,+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Medium
f35fdcf7-b52f-583c-939d-08f3bdc799ac,33,100,4,3859.68,3/18/2016,Shipped,1,3,2016,Vintage Cars,127,S18_2325,"AV Stores, Co.",Victoria,(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Medium
9c8e7790-ea77-543a-80d3-092f90ec78e2,42,100,3,4431.84,5/21/2016,Shipped,2,5,2016,Vintage Cars,127,S18_2325,Signal Gift Stores,Sue,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,NA,King,Medium
de2aea00-e78e-577b-9529-3160bbe0b749,33,100,8,4950.33,9/12/2016,Shipped,3,9,2016,Vintage Cars,127,S18_2325,Signal Collectibles Ltd.,Sue,4155554312,2793 Furth Circle,,Brisbane,CA,94217,USA,NA,Taylor,Medium
d612cd51-4809-58bb-9cc4-5d0401c3a98a,38,100,6,4299.7,10/18/2016,Shipped,4,10,2016,Vintage Cars,127,S18_2325,Corporate Gift Ideas Co.,Julie,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Medium
5055f163-34e7-58a7-9d46-386f2f139afd,31,100,10,4492.83,11/5/2016,Shipped,4,11,2016,Vintage Cars,127,S18_2325,Rovelli Gifts,Giovanni,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Medium
4dd35cdb-6dce-5248-9778-90447d2a4f3b,20,100,7,2212,11/12/2016,Shipped,4,11,2016,Vintage Cars,127,S18_2325,Mini Gifts Distributors Ltd.,Valarie,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Small
3cc2d789-fe36-5974-beca-afe559e09432,44,100,11,4642.88,11/21/2016,Shipped,4,11,2016,Vintage Cars,127,S18_2325,"Australian Collectables, Ltd",Sean,61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Medium
c930316b-73ee-59e3-9502-90922b56bbd3,26,100,1,3206.32,12/2/2016,Shipped,4,12,2016,Vintage Cars,127,S18_2325,Muscle Machine Inc,Jeff,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Medium
63935caa-feaf-5dc8-92c7-3654efeca675,22,54.09,2,1189.98,1/29/2016,Shipped,1,1,2016,Trucks and Buses,60,S18_2432,Baane Mini Imports,Jonas,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Small
6eaf8d2f-99af-5904-933e-7e01bc453f03,45,68.67,6,3090.15,4/1/2016,Shipped,2,4,2016,Trucks and Buses,60,S18_2432,"La Corne D'abondance, Co.",Marie,(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Medium
e92880b2-3bec-550c-bc33-ce631a8ec6b3,43,65.02,2,2795.86,5/28/2016,Shipped,2,5,2016,Trucks and Buses,60,S18_2432,"Corrida Auto Replicas, Ltd",Mart�n,(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Small
26f4c696-668a-545d-9d5f-74145d4b114e,46,61.99,2,2851.54,7/24/2016,Shipped,3,7,2016,Trucks and Buses,60,S18_2432,Technics Stores Inc.,Juri,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,NA,Hirano,Small
354b6eb8-b28f-569e-96db-cd04ac83cac7,39,69.28,9,2701.92,9/21/2016,Shipped,3,9,2016,Trucks and Buses,60,S18_2432,"Oulu Toy Supplies, Inc.",Pirkko,981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Small
2cfdeb78-d53e-5541-91b6-69fc139688f9,31,71.1,18,2204.1,10/22/2016,Shipped,4,10,2016,Trucks and Buses,60,S18_2432,"Dragon Souveniers, Ltd.",Eric,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Small
a1593a89-8f44-5bbe-a39e-e3889664aa4f,41,69.28,7,2840.48,11/6/2016,Shipped,4,11,2016,Trucks and Buses,60,S18_2432,"Stylish Desk Decors, Co.",Ann,(171) 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Small
654f649b-0d3f-5535-8627-a8bcc2ee3e80,44,60.16,12,2647.04,11/14/2016,Shipped,4,11,2016,Trucks and Buses,60,S18_2432,"Iberia Gift Imports, Corp.",Jose Pedro,(95) 555 82 82,"C/ Romero, 33",,Sevilla,,41101,Spain,EMEA,Roel,Small
3dddb4e1-be8f-5ada-bb01-76f05ebdfeaf,45,70.49,2,3172.05,11/25/2016,Shipped,4,11,2016,Trucks and Buses,60,S18_2432,"Saveley & Henriot, Co.",Mary,78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Medium
e0859c14-fc34-520e-841c-54954661416b,37,69.89,13,2585.93,12/9/2016,Shipped,4,12,2016,Trucks and Buses,60,S18_2432,Diecast Collectables,Valarie,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,NA,Franco,Small
47507665-17fd-511a-a474-fa8633736a60,34,90.39,2,3073.26,2/17/2016,Shipped,1,2,2016,Planes,84,S18_2581,Rovelli Gifts,Giovanni,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Medium
91ffcedc-df0b-5824-803f-ee29c5e1baf9,29,71.81,8,2082.49,4/29/2016,Shipped,2,4,2016,Planes,84,S18_2581,"Australian Collectors, Co.",Peter,03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Small
4bc47ea9-638c-5adb-880b-4f32e374115a,49,69.27,3,3394.23,6/27/2016,Shipped,2,6,2016,Planes,84,S18_2581,Euro Shopping Channel,Diego,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Medium
8c9bd761-161d-5ea5-a736-c882a7e82494,30,85.32,14,2559.6,8/25/2016,Shipped,3,8,2016,Planes,84,S18_2581,Toys4GrownUps.com,Julie,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA,Young,Small
c70cfe9d-8d95-5b30-8396-1b0c643a840e,21,70.96,9,1490.16,10/28/2016,Shipped,4,10,2016,Planes,84,S18_2581,Technics Stores Inc.,Juri,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,NA,Hirano,Small
72885ff5-1ab8-5f53-9ce3-2ee98f16ebae,29,70.87,6,2055.23,2/24/2016,Shipped,1,2,2016,Motorcycles,60,S18_2625,Land of Toys Inc.,Kwai,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Small
147a40f8-e3e6-5afe-9186-577944ab88f3,46,58.15,4,2674.9,4/29/2016,Shipped,2,4,2016,Motorcycles,60,S18_2625,"Australian Collectors, Co.",Peter,03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Small
7f907f37-a909-52a8-913e-cff5293d0959,30,61.78,6,1853.4,7/1/2016,Shipped,3,7,2016,Motorcycles,60,S18_2625,Lyon Souveniers,Daniel,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Small
ed086c26-20a4-57ed-be65-1233cf770442,30,49.67,10,1490.1,8/25/2016,Shipped,3,8,2016,Motorcycles,60,S18_2625,Toys4GrownUps.com,Julie,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA,Young,Small
996f0f6a-f250-5758-98b7-692cbe09b280,42,51.48,18,2162.16,10/10/2016,Shipped,4,10,2016,Motorcycles,60,S18_2625,Corporate Gift Ideas Co.,Julie,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Small
15ff1d09-9c43-5423-b0d5-85ebc6a426d9,46,61.18,5,2814.28,10/28/2016,Shipped,4,10,2016,Motorcycles,60,S18_2625,Technics Stores Inc.,Juri,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,NA,Hirano,Small
c0da7c68-3849-5df0-9eeb-38c4cc83783b,25,64.2,13,1605,11/11/2016,Shipped,4,11,2016,Motorcycles,60,S18_2625,Daedalus Designs Imports,Martine,20.16.1555,"184, chausse de Tournai",,Lille,,59000,France,EMEA,Rance,Small
0539719b-a749-5a2c-a3b8-f1b53eb0209a,32,65.42,5,2093.44,11/18/2016,Shipped,4,11,2016,Motorcycles,60,S18_2625,Herkku Gifts,Veysel,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Small
9275e1d9-b092-5bc5-9f44-5c080c667358,30,64.81,6,1944.3,12/1/2016,Shipped,4,12,2016,Motorcycles,60,S18_2625,Mini Wheels Co.,Julie,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,NA,Murphy,Small
b398716d-9633-5400-80e3-b1ebe8622632,26,100,1,3773.38,1/9/2016,Shipped,1,1,2016,Vintage Cars,168,S18_2795,"Blauer See Auto, Co.",Roland,+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Medium
31df24ab-b42e-53c9-b468-b65b119a5259,31,100,1,5074.39,3/18/2016,Shipped,1,3,2016,Vintage Cars,168,S18_2795,"AV Stores, Co.",Victoria,(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Medium
0a847678-b86e-5f5f-ae2a-fa2d242584f6,34,100,2,6483.46,5/21/2016,Shipped,2,5,2016,Vintage Cars,168,S18_2795,"Australian Collectors, Co.",Peter,03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Medium
21da1e0d-2a7c-54b0-b605-6f883ecf3ae4,41,100,8,7956.46,7/16/2016,Shipped,3,7,2016,Vintage Cars,168,S18_2795,Souveniers And Things Co.,Adrian,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Large
4d67639e-cff1-59ba-947a-f4242b88b36f,23,100,5,4230.62,9/12/2016,Shipped,3,9,2016,Vintage Cars,168,S18_2795,Signal Collectibles Ltd.,Sue,4155554312,2793 Furth Circle,,Brisbane,CA,94217,USA,NA,Taylor,Medium
9d91b1af-a5eb-5ec5-a6f1-958f4ad48794,48,100,3,7209.12,10/18/2016,Shipped,4,10,2016,Vintage Cars,168,S18_2795,Corporate Gift Ideas Co.,Julie,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Large
62becec0-71d9-597f-8b64-c74afa860ae1,22,100,7,3452.68,11/5/2016,Shipped,4,11,2016,Vintage Cars,168,S18_2795,Rovelli Gifts,Giovanni,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Medium
e1ef51a6-5685-5cc6-a045-fe5fe8fb01ac,21,100,4,3047.73,11/12/2016,Shipped,4,11,2016,Vintage Cars,168,S18_2795,Mini Gifts Distributors Ltd.,Valarie,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Medium
586d8714-d987-5099-a0ab-bca82d44d82a,22,100,8,3675.32,11/21/2016,Shipped,4,11,2016,Vintage Cars,168,S18_2795,"Australian Collectables, Ltd",Sean,61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Medium
2a213a33-0e81-54a6-91ee-cd7185988654,40,100,3,7492.4,12/3/2016,Shipped,4,12,2016,Vintage Cars,168,S18_2795,Euro Shopping Channel,Diego,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Large
eddf09be-a05a-5e83-a5c7-ce4e7c674258,26,100,1,3157.44,3/10/2016,Shipped,1,3,2016,Classic Cars,132,S18_2870,Motor Mint Distributors Inc.,Rosa,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,NA,Hernandez,Medium
e8ff3bd6-8f25-5206-9c76-44a91ddf756e,46,100,3,5161.2,5/20/2016,Shipped,2,5,2016,Classic Cars,132,S18_2870,Atelier graphique,Carine,40.32.2555,"54, rue Royale",,Nantes,,44000,France,EMEA,Schmitt,Medium
fa3b2000-d96e-5989-a0d4-33f8e49e0cb8,37,100,3,4346.76,7/10/2016,Shipped,3,7,2016,Classic Cars,132,S18_2870,Reims Collectables,Paul,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Medium
3d10c038-6bf2-5649-a58f-801902c6a594,27,100,10,3528.36,9/11/2016,Shipped,3,9,2016,Classic Cars,132,S18_2870,"Anna's Decorations, Ltd",Anna,02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Medium
9962f26d-f0dd-5848-8fe9-c931868e373c,23,100,9,3187.8,10/17/2016,Shipped,4,10,2016,Classic Cars,132,S18_2870,Heintze Collectables,Palle,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Medium
bf5aa247-05c9-50ef-bd8a-d97e577e5a51,39,100,7,6023.16,11/5/2016,Shipped,4,11,2016,Classic Cars,132,S18_2870,Gift Depot Inc.,Julie,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,NA,King,Medium
8064616d-8e89-55ee-9dd3-ce86554923d6,27,100,3,3884.76,11/12/2016,Shipped,4,11,2016,Classic Cars,132,S18_2870,Herkku Gifts,Veysel,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Medium
cfa3478c-9a32-5eaa-8c19-aab2bf57cfb4,38,100,8,4965.84,11/20/2016,Shipped,4,11,2016,Classic Cars,132,S18_2870,Online Diecast Creations Co.,Valarie,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Medium
2d75d446-0c22-5fd6-b948-ebc1e50718d0,27,100,14,4169.88,12/2/2016,Shipped,4,12,2016,Classic Cars,132,S18_2870,Muscle Machine Inc,Jeff,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Medium
aef96922-2bce-5679-9c54-85bf57016086,22,100,5,3223.44,10/5/2016,Shipped,4,10,2016,Classic Cars,132,S18_2870,"Norway Gifts By Mail, Co.",Jan,+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA,Klaeboe,Medium
4cba5330-128f-517b-ae6c-072afe782552,27,83.07,12,2242.89,1/29/2016,Shipped,1,1,2016,Vintage Cars,101,S18_2949,Baane Mini Imports,Jonas,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Small
c6e4347f-2603-5e4c-a6f2-2f706e6b19ff,23,100,2,2539.89,3/24/2016,Shipped,1,3,2016,Vintage Cars,101,S18_2949,"Volvo Model Replicas, Co",Christina,0921-12 3555,Berguvsv�gen  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Small
71835252-0349-5cb8-8da6-1a369a68e476,31,90.17,12,2795.27,5/28/2016,Shipped,2,5,2016,Vintage Cars,101,S18_2949,"Corrida Auto Replicas, Ltd",Mart�n,(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Small
a2c4e1bd-c3ad-5fd1-a658-a1923b01d26f,46,100,1,5545.76,7/16/2016,Shipped,3,7,2016,Vintage Cars,101,S18_2949,Souveniers And Things Co.,Adrian,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Medium
9222ef8a-e32d-5341-b441-c60179f9ade7,47,91.18,9,4285.46,9/19/2016,Shipped,3,9,2016,Vintage Cars,101,S18_2949,"Dragon Souveniers, Ltd.",Eric,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Medium
b01c84c9-d40b-5f27-93df-e52f409b90f7,31,100,2,3329.09,10/20/2016,Shipped,4,10,2016,Vintage Cars,101,S18_2949,Classic Legends Inc.,Maria,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,NA,Hernandez,Medium
cc5e8895-966c-5519-9d59-0ce7d17b4482,46,100,5,5592.22,11/6/2016,Shipped,4,11,2016,Vintage Cars,101,S18_2949,"Australian Gift Network, Co",Tony,61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Medium
227f23f3-58d0-5feb-9b60-020b0b9e5d55,37,89.15,9,3298.55,11/13/2016,Shipped,4,11,2016,Vintage Cars,101,S18_2949,"Classic Gift Ideas, Inc",Francisca,2155554695,782 First Street,,Philadelphia,PA,71270,USA,NA,Cervantes,Medium
19a15bf1-38cc-52a6-b722-227519031e90,28,93.21,1,2609.88,11/21/2016,Shipped,4,11,2016,Vintage Cars,101,S18_2949,"Australian Collectables, Ltd",Sean,61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Small
f226bbef-f5c4-5170-b6d3-359ecd6dd75d,37,90.17,7,3336.29,12/5/2016,Shipped,4,12,2016,Vintage Cars,101,S18_2949,Canadian Gift Exchange Network,Yoshi,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Medium
dce64234-bf44-58d5-9c3a-adf8d4fbcebf,35,57.46,14,2011.1,1/29/2016,Shipped,1,1,2016,Vintage Cars,62,S18_2957,Baane Mini Imports,Jonas,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Small
abe96ee1-f1aa-562a-a324-8bb7818aca4b,28,64.33,2,1801.24,3/25/2016,Shipped,1,3,2016,Vintage Cars,62,S18_2957,Mini Wheels Co.,Julie,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,NA,Murphy,Small
3bd27fe5-77e4-5147-9e5f-87dd373861cf,46,73.7,14,3390.2,5/28/2016,Shipped,2,5,2016,Vintage Cars,62,S18_2957,"Corrida Auto Replicas, Ltd",Mart�n,(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Medium
4d279fdf-10e2-5ad2-9e24-30525646e82e,20,71.2,3,1424,7/16/2016,Shipped,3,7,2016,Vintage Cars,62,S18_2957,Souveniers And Things Co.,Adrian,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Small
7d690b9f-32d1-5247-968d-b444575d51f0,30,49.97,11,1499.1,9/19/2016,Shipped,3,9,2016,Vintage Cars,62,S18_2957,"Dragon Souveniers, Ltd.",Eric,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Small
46e62389-8007-531e-83f8-d2bf6f65e939,48,69.96,4,3358.08,10/20/2016,Shipped,4,10,2016,Vintage Cars,62,S18_2957,Classic Legends Inc.,Maria,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,NA,Hernandez,Medium
8f0052c7-5a04-5710-abd0-5e70f5f49806,28,53.72,2,1504.16,11/5/2016,Shipped,4,11,2016,Vintage Cars,62,S18_2957,Rovelli Gifts,Giovanni,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Small
8f10eefa-80fb-5c6d-a953-6fc91fd9eb6e,39,68.08,11,2655.12,11/13/2016,Shipped,4,11,2016,Vintage Cars,62,S18_2957,"Classic Gift Ideas, Inc",Francisca,2155554695,782 First Street,,Philadelphia,PA,71270,USA,NA,Cervantes,Small
541f5afb-e4b8-5270-acc9-8ca3838145f8,24,51.84,3,1244.16,11/21/2016,Shipped,4,11,2016,Vintage Cars,62,S18_2957,"Australian Collectables, Ltd",Sean,61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Small
b61b239b-f8c0-53f1-b5cf-2be060e36a9f,28,67.46,9,1888.88,12/5/2016,Shipped,4,12,2016,Vintage Cars,62,S18_2957,Canadian Gift Exchange Network,Yoshi,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Small
a769664d-4506-5355-839e-acd410ab0cb3,41,83.44,18,3421.04,2/17/2016,Shipped,1,2,2016,Ships,86,S18_3029,Rovelli Gifts,Giovanni,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Medium
6b53a632-5201-5931-af7d-50e966300978,21,89.46,9,1878.66,4/28/2016,Shipped,2,4,2016,Ships,86,S18_3029,Salzburg Collectables,Georg,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Small
29506340-9511-52f8-ad37-8e7fcd2c68d4,40,96.34,2,3853.6,6/16/2016,Shipped,2,6,2016,Ships,86,S18_3029,Auto-Moto Classics Inc.,Leslie,6175558428,16780 Pompton St.,,Brickhaven,MA,58339,USA,NA,Taylor,Medium
5750aae2-bb47-56ca-8c0c-97d68e824741,46,74.84,13,3442.64,8/10/2016,Shipped,3,8,2016,Ships,86,S18_3029,Mini Creations Ltd.,Wing C,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,NA,Tam,Medium
010eed94-78f7-5686-992c-ef25445428dd,44,79.14,11,3482.16,10/6/2016,Shipped,4,10,2016,Ships,86,S18_3029,"Toys of Finland, Co.",Matti,90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Medium
2f3706eb-b3b1-58ef-bc7b-663d21800a61,46,73.12,7,3363.52,10/23/2016,Cancelled,4,10,2016,Ships,86,S18_3029,Scandinavian Gift Ideas,Maria,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Medium
